r = 0.3,upperCap = 50,,,
138,0.6,0.39,21,39
138,0.6,0.39,26,41
138,0.6,0.39,27,30
138,0.6,0.39,33,9
138,0.6,0.39,41,23
138,0.6,0.39,57,39
138,0.6,0.39,71,0
138,0.6,0.39,72,9
138,0.6,0.39,73,27
138,0.6,0.39,75,47
138,0.6,0.39,78,24
138,0.6,0.39,80,40
138,0.6,0.39,89,36
138,0.6,0.39,94,14
138,0.6,0.39,96,18
138,0.6,0.39,100,18
138,0.6,0.39,103,1
138,0.6,0.39,106,37
138,0.6,0.39,108,27
138,0.6,0.39,115,9
138,0.6,0.39,120,27
138,0.6,0.39,121,38
138,0.6,0.39,124,27
138,0.6,0.39,125,27
138,0.6,0.39,135,1
138,0.6,0.39,143,34
138,0.6,0.39,145,8
138,0.6,0.39,146,48
138,0.6,0.39,148,39
138,0.6,0.39,149,14
138,0.6,0.39,156,49
138,0.6,0.39,157,27
138,0.6,0.39,159,26
138,0.6,0.39,161,13
138,0.6,0.39,165,7
138,0.6,0.39,166,3
138,0.6,0.39,171,29
138,0.6,0.39,174,2
138,0.6,0.39,175,27
138,0.6,0.39,176,36
138,0.6,0.39,179,18
138,0.6,0.39,180,24
138,0.6,0.39,186,14
138,0.6,0.39,191,26
138,0.6,0.39,193,27
138,0.6,0.39,198,15
138,0.6,0.39,199,32
139,0.04,0.1,4,1
139,0.04,0.1,29,5
139,0.04,0.1,37,36
139,0.04,0.1,38,38
139,0.04,0.1,51,35
139,0.04,0.1,55,14
139,0.04,0.1,65,43
139,0.04,0.1,66,18
139,0.04,0.1,116,12
139,0.04,0.1,119,3
139,0.04,0.1,169,32
139,0.04,0.1,177,41
139,0.04,0.1,187,28
139,0.04,0.1,195,21
140,0.16,0.05,4,12
140,0.16,0.05,22,41
140,0.16,0.05,37,38
140,0.16,0.05,38,29
140,0.16,0.05,51,2
140,0.16,0.05,55,18
140,0.16,0.05,65,41
140,0.16,0.05,66,26
140,0.16,0.05,116,29
140,0.16,0.05,119,48
140,0.16,0.05,139,39
140,0.16,0.05,141,47
140,0.16,0.05,169,30
140,0.16,0.05,177,33
140,0.16,0.05,187,29
141,0.39,0.11,8,19
141,0.39,0.11,20,18
141,0.39,0.11,22,24
141,0.39,0.11,55,0
141,0.39,0.11,56,48
141,0.39,0.11,66,9
141,0.39,0.11,108,4
141,0.39,0.11,116,18
141,0.39,0.11,161,16
141,0.39,0.11,169,16
141,0.39,0.11,171,7
141,0.39,0.11,177,48
141,0.39,0.11,186,1
142,0,0.83,24,32
142,0,0.83,31,26
142,0,0.83,59,12
142,0,0.83,76,18
142,0,0.83,83,34
142,0,0.83,85,24
142,0,0.83,104,30
142,0,0.83,105,23
142,0,0.83,150,9
142,0,0.83,151,47
142,0,0.83,170,48
142,0,0.83,196,26
143,0.72,0.4,0,19
143,0.72,0.4,3,6
143,0.72,0.4,8,18
143,0.72,0.4,9,42
143,0.72,0.4,11,18
143,0.72,0.4,16,33
143,0.72,0.4,18,5
143,0.72,0.4,21,11
143,0.72,0.4,26,3
143,0.72,0.4,27,43
143,0.72,0.4,41,23
143,0.72,0.4,43,2
143,0.72,0.4,54,13
143,0.72,0.4,57,20
143,0.72,0.4,58,37
143,0.72,0.4,71,36
143,0.72,0.4,72,9
143,0.72,0.4,73,26
143,0.72,0.4,74,23
143,0.72,0.4,78,5
143,0.72,0.4,82,9
143,0.72,0.4,89,22
143,0.72,0.4,93,26
143,0.72,0.4,95,19
143,0.72,0.4,96,7
143,0.72,0.4,100,32
143,0.72,0.4,103,49
143,0.72,0.4,106,4
143,0.72,0.4,108,21
143,0.72,0.4,117,27
143,0.72,0.4,120,19
143,0.72,0.4,124,3
143,0.72,0.4,127,0
143,0.72,0.4,130,0
143,0.72,0.4,145,28
143,0.72,0.4,146,20
143,0.72,0.4,148,8
143,0.72,0.4,152,48
143,0.72,0.4,157,38
143,0.72,0.4,159,14
143,0.72,0.4,163,7
143,0.72,0.4,164,4
143,0.72,0.4,165,23
143,0.72,0.4,179,32
143,0.72,0.4,181,36
143,0.72,0.4,186,23
143,0.72,0.4,193,34
143,0.72,0.4,199,7
144,0.13,0.55,6,37
144,0.13,0.55,13,33
144,0.13,0.55,29,39
144,0.13,0.55,31,49
144,0.13,0.55,35,19
144,0.13,0.55,36,38
144,0.13,0.55,51,36
144,0.13,0.55,53,37
144,0.13,0.55,59,14
144,0.13,0.55,64,39
144,0.13,0.55,65,17
144,0.13,0.55,76,29
144,0.13,0.55,83,39
144,0.13,0.55,101,26
144,0.13,0.55,104,22
144,0.13,0.55,105,17
144,0.13,0.55,109,9
144,0.13,0.55,119,22
144,0.13,0.55,121,11
144,0.13,0.55,135,23
144,0.13,0.55,150,8
144,0.13,0.55,151,29
144,0.13,0.55,170,34
144,0.13,0.55,182,9
144,0.13,0.55,188,47
144,0.13,0.55,192,16
144,0.13,0.55,195,20
144,0.13,0.55,196,14
145,0.73,0.19,0,29
145,0.73,0.19,8,47
145,0.73,0.19,11,42
145,0.73,0.19,20,8
145,0.73,0.19,21,11
145,0.73,0.19,27,48
145,0.73,0.19,28,8
145,0.73,0.19,52,13
145,0.73,0.19,54,44
145,0.73,0.19,56,29
145,0.73,0.19,57,5
145,0.73,0.19,68,32
145,0.73,0.19,72,18
145,0.73,0.19,73,28
145,0.73,0.19,78,33
145,0.73,0.19,89,33
145,0.73,0.19,93,30
145,0.73,0.19,95,34
145,0.73,0.19,100,48
145,0.73,0.19,102,15
145,0.73,0.19,103,27
145,0.73,0.19,108,4
145,0.73,0.19,114,46
145,0.73,0.19,117,19
145,0.73,0.19,118,47
145,0.73,0.19,120,6
145,0.73,0.19,126,31
145,0.73,0.19,130,13
145,0.73,0.19,159,7
145,0.73,0.19,178,26
145,0.73,0.19,179,21
145,0.73,0.19,186,49
145,0.73,0.19,193,16
145,0.73,0.19,199,2
146,0.49,0.53,0,7
146,0.49,0.53,11,45
146,0.49,0.53,13,22
146,0.49,0.53,16,29
146,0.49,0.53,18,31
146,0.49,0.53,21,0
146,0.49,0.53,35,43
146,0.49,0.53,57,13
146,0.49,0.53,60,44
146,0.49,0.53,64,32
146,0.49,0.53,69,31
146,0.49,0.53,73,1
146,0.49,0.53,78,3
146,0.49,0.53,96,36
146,0.49,0.53,100,8
146,0.49,0.53,101,45
146,0.49,0.53,103,49
146,0.49,0.53,108,48
146,0.49,0.53,109,31
146,0.49,0.53,121,46
146,0.49,0.53,127,14
146,0.49,0.53,135,49
146,0.49,0.53,148,11
146,0.49,0.53,150,0
146,0.49,0.53,161,35
146,0.49,0.53,165,36
146,0.49,0.53,171,33
146,0.49,0.53,181,10
146,0.49,0.53,184,17
146,0.49,0.53,185,25
146,0.49,0.53,186,45
146,0.49,0.53,192,30
146,0.49,0.53,193,29
146,0.49,0.53,199,6
147,0.95,0.63,103,5
147,0.95,0.63,127,12
147,0.95,0.63,159,7
147,0.95,0.63,164,13
148,0.5,0.56,0,40
148,0.5,0.56,11,39
148,0.5,0.56,13,19
148,0.5,0.56,16,15
148,0.5,0.56,18,12
148,0.5,0.56,21,24
148,0.5,0.56,35,25
148,0.5,0.56,57,34
148,0.5,0.56,60,44
148,0.5,0.56,64,6
148,0.5,0.56,69,12
148,0.5,0.56,96,26
148,0.5,0.56,100,13
148,0.5,0.56,101,39
148,0.5,0.56,103,42
148,0.5,0.56,108,13
148,0.5,0.56,109,40
148,0.5,0.56,121,17
148,0.5,0.56,127,19
148,0.5,0.56,135,6
148,0.5,0.56,150,5
148,0.5,0.56,161,0
148,0.5,0.56,165,35
148,0.5,0.56,171,4
148,0.5,0.56,181,27
148,0.5,0.56,184,7
148,0.5,0.56,185,33
148,0.5,0.56,186,44
148,0.5,0.56,192,45
148,0.5,0.56,193,25
148,0.5,0.56,199,29
149,0.82,0.56,0,9
149,0.82,0.56,7,28
149,0.82,0.56,9,49
149,0.82,0.56,10,17
149,0.82,0.56,11,48
149,0.82,0.56,12,49
149,0.82,0.56,21,11
149,0.82,0.56,25,27
149,0.82,0.56,26,38
149,0.82,0.56,27,28
149,0.82,0.56,32,24
149,0.82,0.56,43,42
149,0.82,0.56,47,23
149,0.82,0.56,54,29
149,0.82,0.56,57,27
149,0.82,0.56,58,34
149,0.82,0.56,71,38
149,0.82,0.56,73,13
149,0.82,0.56,74,29
149,0.82,0.56,80,48
149,0.82,0.56,82,47
149,0.82,0.56,89,42
149,0.82,0.56,95,14
149,0.82,0.56,100,28
149,0.82,0.56,103,39
149,0.82,0.56,115,17
149,0.82,0.56,120,41
149,0.82,0.56,124,49
149,0.82,0.56,127,6
149,0.82,0.56,143,33
149,0.82,0.56,147,20
149,0.82,0.56,152,1
149,0.82,0.56,157,40
149,0.82,0.56,159,10
149,0.82,0.56,163,8
149,0.82,0.56,164,48
149,0.82,0.56,165,4
149,0.82,0.56,179,44
149,0.82,0.56,180,1
149,0.82,0.56,181,15
149,0.82,0.56,193,31
150,0.21,0.63,13,43
150,0.21,0.63,31,30
150,0.21,0.63,59,35
150,0.21,0.63,76,38
150,0.21,0.63,83,5
150,0.21,0.63,85,29
150,0.21,0.63,101,31
150,0.21,0.63,104,40
150,0.21,0.63,105,28
150,0.21,0.63,109,9
150,0.21,0.63,121,42
150,0.21,0.63,135,6
150,0.21,0.63,151,49
150,0.21,0.63,170,16
150,0.21,0.63,192,20
150,0.21,0.63,196,18
151,0.02,0.67,24,35
151,0.02,0.67,105,24
151,0.02,0.67,192,12
151,0.02,0.67,196,47
152,0.79,0.65,0,26
152,0.79,0.65,7,30
152,0.79,0.65,10,35
152,0.79,0.65,11,29
152,0.79,0.65,21,19
152,0.79,0.65,27,8
152,0.79,0.65,43,14
152,0.79,0.65,60,29
152,0.79,0.65,82,25
152,0.79,0.65,100,10
152,0.79,0.65,103,18
152,0.79,0.65,124,1
152,0.79,0.65,127,12
152,0.79,0.65,147,16
152,0.79,0.65,158,42
152,0.79,0.65,159,36
152,0.79,0.65,163,32
152,0.79,0.65,164,24
152,0.79,0.65,167,31
152,0.79,0.65,181,26
152,0.79,0.65,184,47
152,0.79,0.65,193,43
153,0.5,0.93,1,2
153,0.5,0.93,42,43
153,0.5,0.93,49,45
153,0.5,0.93,60,29
153,0.5,0.93,64,14
153,0.5,0.93,69,45
153,0.5,0.93,85,9
153,0.5,0.93,88,19
153,0.5,0.93,97,32
153,0.5,0.93,101,48
153,0.5,0.93,122,27
153,0.5,0.93,162,16
153,0.5,0.93,168,10
153,0.5,0.93,184,16
153,0.5,0.93,185,32
154,0.97,0.09,15,34
154,0.97,0.09,28,32
154,0.97,0.09,32,29
154,0.97,0.09,52,44
154,0.97,0.09,54,28
154,0.97,0.09,68,34
154,0.97,0.09,77,12
154,0.97,0.09,89,43
154,0.97,0.09,93,8
154,0.97,0.09,95,41
154,0.97,0.09,102,42
154,0.97,0.09,114,38
154,0.97,0.09,117,17
154,0.97,0.09,118,8
154,0.97,0.09,120,33
154,0.97,0.09,126,4
154,0.97,0.09,129,22
154,0.97,0.09,130,1
154,0.97,0.09,145,5
154,0.97,0.09,174,15
154,0.97,0.09,178,14
155,0.12,0.49,4,37
155,0.12,0.49,5,0
155,0.12,0.49,6,36
155,0.12,0.49,13,44
155,0.12,0.49,29,5
155,0.12,0.49,31,20
155,0.12,0.49,35,36
155,0.12,0.49,36,0
155,0.12,0.49,50,39
155,0.12,0.49,51,24
155,0.12,0.49,53,48
155,0.12,0.49,59,48
155,0.12,0.49,65,29
155,0.12,0.49,75,29
155,0.12,0.49,76,1
155,0.12,0.49,81,49
155,0.12,0.49,83,47
155,0.12,0.49,84,11
155,0.12,0.49,101,36
155,0.12,0.49,105,37
155,0.12,0.49,109,21
155,0.12,0.49,110,16
155,0.12,0.49,119,17
155,0.12,0.49,121,27
155,0.12,0.49,131,1
155,0.12,0.49,135,29
155,0.12,0.49,136,49
155,0.12,0.49,144,12
155,0.12,0.49,150,43
155,0.12,0.49,151,33
155,0.12,0.49,160,7
155,0.12,0.49,182,12
155,0.12,0.49,188,47
155,0.12,0.49,192,1
155,0.12,0.49,195,40
155,0.12,0.49,196,45
156,0.62,0.27,0,13
156,0.62,0.27,2,45
156,0.62,0.27,3,42
156,0.62,0.27,8,46
156,0.62,0.27,11,22
156,0.62,0.27,14,5
156,0.62,0.27,16,48
156,0.62,0.27,18,48
156,0.62,0.27,20,43
156,0.62,0.27,21,43
156,0.62,0.27,22,2
156,0.62,0.27,26,26
156,0.62,0.27,27,46
156,0.62,0.27,32,44
156,0.62,0.27,33,44
156,0.62,0.27,41,24
156,0.62,0.27,56,18
156,0.62,0.27,57,18
156,0.62,0.27,71,22
156,0.62,0.27,72,24
156,0.62,0.27,73,46
156,0.62,0.27,75,19
156,0.62,0.27,77,40
156,0.62,0.27,78,28
156,0.62,0.27,89,29
156,0.62,0.27,93,3
156,0.62,0.27,95,42
156,0.62,0.27,98,35
156,0.62,0.27,100,33
156,0.62,0.27,103,27
156,0.62,0.27,106,3
156,0.62,0.27,107,30
156,0.62,0.27,108,7
156,0.62,0.27,114,45
156,0.62,0.27,115,20
156,0.62,0.27,118,12
156,0.62,0.27,120,14
156,0.62,0.27,121,0
156,0.62,0.27,124,13
156,0.62,0.27,129,25
156,0.62,0.27,141,31
156,0.62,0.27,143,20
156,0.62,0.27,145,6
156,0.62,0.27,146,35
156,0.62,0.27,157,49
156,0.62,0.27,159,2
156,0.62,0.27,161,32
156,0.62,0.27,165,16
156,0.62,0.27,171,45
156,0.62,0.27,174,17
156,0.62,0.27,175,6
156,0.62,0.27,176,38
156,0.62,0.27,178,4
156,0.62,0.27,179,34
156,0.62,0.27,186,36
156,0.62,0.27,191,34
156,0.62,0.27,193,47
156,0.62,0.27,194,37
156,0.62,0.27,198,19
156,0.62,0.27,199,29
157,0.8,0.38,0,38
157,0.8,0.38,7,23
157,0.8,0.38,8,30
157,0.8,0.38,11,19
157,0.8,0.38,21,43
157,0.8,0.38,27,48
157,0.8,0.38,28,11
157,0.8,0.38,43,24
157,0.8,0.38,54,44
157,0.8,0.38,57,14
157,0.8,0.38,72,23
157,0.8,0.38,73,25
157,0.8,0.38,78,5
157,0.8,0.38,82,27
157,0.8,0.38,89,44
157,0.8,0.38,93,39
157,0.8,0.38,95,49
157,0.8,0.38,100,17
157,0.8,0.38,103,40
157,0.8,0.38,108,49
157,0.8,0.38,117,8
157,0.8,0.38,120,13
157,0.8,0.38,124,14
157,0.8,0.38,130,35
157,0.8,0.38,145,34
157,0.8,0.38,147,22
157,0.8,0.38,152,6
157,0.8,0.38,159,1
157,0.8,0.38,163,16
157,0.8,0.38,164,23
157,0.8,0.38,165,28
157,0.8,0.38,179,45
157,0.8,0.38,193,6
157,0.8,0.38,199,30
158,0.88,0.93,-,-
159,0.86,0.39,164,28
160,0.21,0.72,1,12
160,0.21,0.72,6,15
160,0.21,0.72,13,17
160,0.21,0.72,24,1
160,0.21,0.72,31,10
160,0.21,0.72,35,48
160,0.21,0.72,36,3
160,0.21,0.72,49,39
160,0.21,0.72,59,27
160,0.21,0.72,64,25
160,0.21,0.72,69,9
160,0.21,0.72,76,2
160,0.21,0.72,83,3
160,0.21,0.72,85,43
160,0.21,0.72,88,43
160,0.21,0.72,91,47
160,0.21,0.72,101,19
160,0.21,0.72,104,40
160,0.21,0.72,105,36
160,0.21,0.72,109,26
160,0.21,0.72,122,40
160,0.21,0.72,132,14
160,0.21,0.72,135,26
160,0.21,0.72,137,48
160,0.21,0.72,142,28
160,0.21,0.72,144,23
160,0.21,0.72,150,49
160,0.21,0.72,151,46
160,0.21,0.72,162,18
160,0.21,0.72,168,33
160,0.21,0.72,170,10
160,0.21,0.72,173,34
160,0.21,0.72,182,1
160,0.21,0.72,185,39
160,0.21,0.72,188,2
160,0.21,0.72,192,12
160,0.21,0.72,196,30
161,0.41,0.28,8,40
161,0.41,0.28,13,12
161,0.41,0.28,22,45
161,0.41,0.28,55,22
161,0.41,0.28,56,49
161,0.41,0.28,72,0
161,0.41,0.28,73,13
161,0.41,0.28,108,36
161,0.41,0.28,121,20
161,0.41,0.28,135,6
161,0.41,0.28,171,39
161,0.41,0.28,177,32
161,0.41,0.28,186,12
161,0.41,0.28,192,43
162,0.32,0.97,85,24
162,0.32,0.97,101,0
162,0.32,0.97,184,16
163,0.95,0.56,7,15
163,0.95,0.56,10,14
163,0.95,0.56,21,7
163,0.95,0.56,27,33
163,0.95,0.56,54,45
163,0.95,0.56,82,39
163,0.95,0.56,89,15
163,0.95,0.56,95,32
163,0.95,0.56,103,28
163,0.95,0.56,120,37
163,0.95,0.56,124,40
163,0.95,0.56,127,42
163,0.95,0.56,147,7
163,0.95,0.56,159,40
163,0.95,0.56,164,36
163,0.95,0.56,179,28
163,0.95,0.56,181,18
163,0.95,0.56,193,12
164,0.97,0.49,-,-
165,0.73,0.47,0,38
165,0.73,0.47,7,20
165,0.73,0.47,8,3
165,0.73,0.47,10,16
165,0.73,0.47,11,44
165,0.73,0.47,16,17
165,0.73,0.47,21,20
165,0.73,0.47,27,32
165,0.73,0.47,43,23
165,0.73,0.47,54,20
165,0.73,0.47,57,49
165,0.73,0.47,72,35
165,0.73,0.47,73,35
165,0.73,0.47,78,37
165,0.73,0.47,82,7
165,0.73,0.47,89,31
165,0.73,0.47,95,28
165,0.73,0.47,100,49
165,0.73,0.47,103,17
165,0.73,0.47,108,49
165,0.73,0.47,120,25
165,0.73,0.47,124,27
165,0.73,0.47,127,17
165,0.73,0.47,145,48
165,0.73,0.47,147,17
165,0.73,0.47,152,42
165,0.73,0.47,159,7
165,0.73,0.47,163,2
165,0.73,0.47,164,23
165,0.73,0.47,179,17
165,0.73,0.47,181,34
165,0.73,0.47,186,41
165,0.73,0.47,193,29
165,0.73,0.47,199,17
166,0.75,0.3,0,21
166,0.75,0.3,2,1
166,0.75,0.3,8,21
166,0.75,0.3,9,6
166,0.75,0.3,11,15
166,0.75,0.3,12,29
166,0.75,0.3,20,28
166,0.75,0.3,21,36
166,0.75,0.3,26,24
166,0.75,0.3,27,5
166,0.75,0.3,28,17
166,0.75,0.3,32,28
166,0.75,0.3,33,5
166,0.75,0.3,41,14
166,0.75,0.3,43,21
166,0.75,0.3,52,36
166,0.75,0.3,54,13
166,0.75,0.3,57,10
166,0.75,0.3,58,20
166,0.75,0.3,71,1
166,0.75,0.3,72,26
166,0.75,0.3,73,10
166,0.75,0.3,77,33
166,0.75,0.3,78,41
166,0.75,0.3,82,2
166,0.75,0.3,89,8
166,0.75,0.3,93,22
166,0.75,0.3,95,29
166,0.75,0.3,98,45
166,0.75,0.3,100,2
166,0.75,0.3,103,35
166,0.75,0.3,106,14
166,0.75,0.3,108,10
166,0.75,0.3,114,34
166,0.75,0.3,115,24
166,0.75,0.3,117,19
166,0.75,0.3,118,23
166,0.75,0.3,120,33
166,0.75,0.3,124,44
166,0.75,0.3,126,13
166,0.75,0.3,129,9
166,0.75,0.3,130,15
166,0.75,0.3,143,46
166,0.75,0.3,145,22
166,0.75,0.3,149,48
166,0.75,0.3,156,42
166,0.75,0.3,157,21
166,0.75,0.3,159,2
166,0.75,0.3,164,36
166,0.75,0.3,165,3
166,0.75,0.3,174,13
166,0.75,0.3,178,24
166,0.75,0.3,179,34
166,0.75,0.3,186,0
166,0.75,0.3,193,16
166,0.75,0.3,194,36
166,0.75,0.3,199,30
167,0.83,0.91,42,18
167,0.83,0.91,127,15
167,0.83,0.91,158,17
168,0.37,0.9,1,0
168,0.37,0.9,31,44
168,0.37,0.9,60,41
168,0.37,0.9,85,41
168,0.37,0.9,97,6
168,0.37,0.9,101,36
168,0.37,0.9,104,3
168,0.37,0.9,122,48
168,0.37,0.9,162,22
168,0.37,0.9,184,45
168,0.37,0.9,185,35
169,0.11,0.06,38,39
169,0.11,0.06,65,48
170,0.06,0.81,24,41
170,0.06,0.81,105,46
170,0.06,0.81,151,20
170,0.06,0.81,196,14
171,0.41,0.4,0,6
171,0.41,0.4,8,25
171,0.41,0.4,13,8
171,0.41,0.4,22,21
171,0.41,0.4,73,37
171,0.41,0.4,108,20
171,0.41,0.4,109,9
171,0.41,0.4,121,2
171,0.41,0.4,135,35
171,0.41,0.4,192,12
172,0.73,0.87,7,5
172,0.73,0.87,10,41
172,0.73,0.87,12,4
172,0.73,0.87,25,46
172,0.73,0.87,34,21
172,0.73,0.87,42,33
172,0.73,0.87,44,32
172,0.73,0.87,46,7
172,0.73,0.87,47,12
172,0.73,0.87,60,16
172,0.73,0.87,80,20
172,0.73,0.87,94,9
172,0.73,0.87,97,9
172,0.73,0.87,99,41
172,0.73,0.87,122,45
172,0.73,0.87,123,19
172,0.73,0.87,127,0
172,0.73,0.87,152,25
172,0.73,0.87,153,10
172,0.73,0.87,158,9
172,0.73,0.87,167,18
172,0.73,0.87,180,22
172,0.73,0.87,181,9
172,0.73,0.87,184,27
173,0.04,0.83,24,15
173,0.04,0.83,31,25
173,0.04,0.83,35,34
173,0.04,0.83,36,39
173,0.04,0.83,59,28
173,0.04,0.83,76,10
173,0.04,0.83,83,35
173,0.04,0.83,85,9
173,0.04,0.83,88,8
173,0.04,0.83,91,18
173,0.04,0.83,101,27
173,0.04,0.83,104,18
173,0.04,0.83,105,3
173,0.04,0.83,109,15
173,0.04,0.83,132,41
173,0.04,0.83,142,31
173,0.04,0.83,144,0
173,0.04,0.83,150,3
173,0.04,0.83,151,12
173,0.04,0.83,170,21
173,0.04,0.83,182,2
173,0.04,0.83,188,2
173,0.04,0.83,196,8
174,0.87,0.27,0,17
174,0.87,0.27,8,21
174,0.87,0.27,9,34
174,0.87,0.27,21,28
174,0.87,0.27,26,41
174,0.87,0.27,27,24
174,0.87,0.27,28,20
174,0.87,0.27,32,15
174,0.87,0.27,43,8
174,0.87,0.27,52,15
174,0.87,0.27,54,6
174,0.87,0.27,57,6
174,0.87,0.27,58,39
174,0.87,0.27,68,26
174,0.87,0.27,71,45
174,0.87,0.27,72,31
174,0.87,0.27,73,18
174,0.87,0.27,77,19
174,0.87,0.27,82,3
174,0.87,0.27,89,35
174,0.87,0.27,93,48
174,0.87,0.27,95,6
174,0.87,0.27,100,30
174,0.87,0.27,102,2
174,0.87,0.27,103,11
174,0.87,0.27,106,32
174,0.87,0.27,114,14
174,0.87,0.27,115,38
174,0.87,0.27,117,39
174,0.87,0.27,118,43
174,0.87,0.27,120,7
174,0.87,0.27,124,30
174,0.87,0.27,126,29
174,0.87,0.27,129,34
174,0.87,0.27,130,26
174,0.87,0.27,143,49
174,0.87,0.27,145,13
174,0.87,0.27,149,31
174,0.87,0.27,157,49
174,0.87,0.27,159,16
174,0.87,0.27,164,40
174,0.87,0.27,165,2
174,0.87,0.27,178,13
174,0.87,0.27,179,42
174,0.87,0.27,193,13
175,0.4,0.18,4,25
175,0.4,0.18,8,33
175,0.4,0.18,13,43
175,0.4,0.18,16,8
175,0.4,0.18,18,47
175,0.4,0.18,20,48
175,0.4,0.18,22,0
175,0.4,0.18,41,31
175,0.4,0.18,55,26
175,0.4,0.18,56,29
175,0.4,0.18,57,27
175,0.4,0.18,66,21
175,0.4,0.18,75,17
175,0.4,0.18,78,19
175,0.4,0.18,106,10
175,0.4,0.18,108,2
175,0.4,0.18,116,48
175,0.4,0.18,121,32
175,0.4,0.18,140,24
175,0.4,0.18,141,46
175,0.4,0.18,161,44
175,0.4,0.18,171,11
175,0.4,0.18,177,12
175,0.4,0.18,183,45
175,0.4,0.18,186,21
175,0.4,0.18,199,8
176,0.43,0.18,8,2
176,0.43,0.18,14,42
176,0.43,0.18,16,36
176,0.43,0.18,18,36
176,0.43,0.18,20,13
176,0.43,0.18,22,20
176,0.43,0.18,23,41
176,0.43,0.18,30,40
176,0.43,0.18,33,42
176,0.43,0.18,41,9
176,0.43,0.18,55,10
176,0.43,0.18,56,32
176,0.43,0.18,57,22
176,0.43,0.18,62,16
176,0.43,0.18,66,20
176,0.43,0.18,72,22
176,0.43,0.18,73,22
176,0.43,0.18,75,2
176,0.43,0.18,78,25
176,0.43,0.18,98,17
176,0.43,0.18,100,6
176,0.43,0.18,106,13
176,0.43,0.18,107,33
176,0.43,0.18,108,19
176,0.43,0.18,113,16
176,0.43,0.18,116,6
176,0.43,0.18,118,11
176,0.43,0.18,121,2
176,0.43,0.18,140,22
176,0.43,0.18,141,1
176,0.43,0.18,161,20
176,0.43,0.18,171,26
176,0.43,0.18,175,18
176,0.43,0.18,177,41
176,0.43,0.18,178,9
176,0.43,0.18,183,37
176,0.43,0.18,186,29
176,0.43,0.18,191,4
176,0.43,0.18,194,13
176,0.43,0.18,198,5
176,0.43,0.18,199,38
177,0.17,0.14,29,3
177,0.17,0.14,38,10
177,0.17,0.14,51,45
177,0.17,0.14,65,27
177,0.17,0.14,116,28
177,0.17,0.14,169,5
178,0.7,0.09,20,9
178,0.7,0.09,52,38
178,0.7,0.09,89,13
178,0.7,0.09,114,15
179,0.76,0.35,0,26
179,0.76,0.35,8,41
179,0.76,0.35,72,24
179,0.76,0.35,73,36
179,0.76,0.35,89,48
179,0.76,0.35,103,31
179,0.76,0.35,108,34
179,0.76,0.35,114,7
179,0.76,0.35,159,10
179,0.76,0.35,164,27
179,0.76,0.35,178,8
180,0.6,0.61,0,48
180,0.6,0.61,3,25
180,0.6,0.61,7,23
180,0.6,0.61,9,22
180,0.6,0.61,11,45
180,0.6,0.61,12,8
180,0.6,0.61,16,39
180,0.6,0.61,18,22
180,0.6,0.61,21,22
180,0.6,0.61,26,18
180,0.6,0.61,34,46
180,0.6,0.61,49,44
180,0.6,0.61,57,2
180,0.6,0.61,60,41
180,0.6,0.61,64,33
180,0.6,0.61,69,19
180,0.6,0.61,96,12
180,0.6,0.61,97,20
180,0.6,0.61,100,8
180,0.6,0.61,103,8
180,0.6,0.61,108,28
180,0.6,0.61,115,17
180,0.6,0.61,121,3
180,0.6,0.61,122,26
180,0.6,0.61,124,35
180,0.6,0.61,127,33
180,0.6,0.61,135,47
180,0.6,0.61,143,30
180,0.6,0.61,146,15
180,0.6,0.61,148,2
180,0.6,0.61,152,6
180,0.6,0.61,165,20
180,0.6,0.61,171,10
180,0.6,0.61,181,35
180,0.6,0.61,184,42
180,0.6,0.61,185,13
180,0.6,0.61,186,0
180,0.6,0.61,193,11
181,0.7,0.69,0,34
181,0.7,0.69,10,32
181,0.7,0.69,11,30
181,0.7,0.69,21,34
181,0.7,0.69,42,39
181,0.7,0.69,60,26
181,0.7,0.69,82,35
181,0.7,0.69,97,11
181,0.7,0.69,103,27
181,0.7,0.69,124,17
181,0.7,0.69,127,0
181,0.7,0.69,147,36
181,0.7,0.69,167,45
181,0.7,0.69,184,48
182,0,0.59,6,28
182,0,0.59,29,29
182,0,0.59,31,30
182,0,0.59,51,29
182,0,0.59,59,4
182,0,0.59,65,29
182,0,0.59,76,29
182,0,0.59,83,42
182,0,0.59,105,49
182,0,0.59,109,6
182,0,0.59,142,0
182,0,0.59,150,29
182,0,0.59,151,46
182,0,0.59,170,44
182,0,0.59,188,25
182,0,0.59,192,22
182,0,0.59,195,12
182,0,0.59,196,4
183,0.23,0.21,4,14
183,0.23,0.21,6,48
183,0.23,0.21,13,34
183,0.23,0.21,22,23
183,0.23,0.21,29,41
183,0.23,0.21,37,41
183,0.23,0.21,51,10
183,0.23,0.21,53,24
183,0.23,0.21,55,16
183,0.23,0.21,56,3
183,0.23,0.21,65,34
183,0.23,0.21,66,17
183,0.23,0.21,116,5
183,0.23,0.21,119,38
183,0.23,0.21,121,31
183,0.23,0.21,139,10
183,0.23,0.21,140,13
183,0.23,0.21,141,26
183,0.23,0.21,161,18
183,0.23,0.21,169,2
183,0.23,0.21,171,39
183,0.23,0.21,177,16
183,0.23,0.21,186,23
183,0.23,0.21,187,43
183,0.23,0.21,195,10
184,0.53,0.77,-,-
185,0.38,0.78,1,14
185,0.38,0.78,31,39
